"ItemReq","1000001301","1","IGRP","","","","","","1000001301","1.000"
"ItemReq","1000001301","2","IGRP","","","","","","1000001302","1.000"
"ItemReq","1000001301","4","IGRP","","","","","","2000001301","2.000"
